SSN,M3 Ca,M3 K,M3 Al,M3 P,M3 S,PH,Psa asand,Psa asilt,Psa aclay,Volfr,Awc1,Lshrinkpct,Flash2000_N_ppm,Acidified carbon,pH,Leco_N_ppm,C % Org,ICP OES K mg/kg ,ICP OES P mg/kg ,P,K,S,Ca,Mg,Cu,Cl,Zn,Fe,Mn,Mo,Latitude,Longitude,Cluster,Depth,Country,Cultivated
icr005999,1014.0,159.4,787.3,13.88,10.09,6.959,86.29899999999999,12.651,1.05,1.133,0.09579700000000001,4.285714,466.00572999999997,0.40836328299999997,6.64,600.0,0.5,7594.996045,113.72691975,67.3,18143.2,45.7,27014.2,10320.1,14.3,251.3,38.2,28744.5,438.3,184.5,-6.93858,36.1244,5,sub,Tanzania,unknown
icr011078,1190.0,45.5,898.0,1.23,4.84,6.22,83.64,12.845,3.51,0.9695,0.18251199999999998,5.714286,477.54031,0.977134486,6.19,1000.0,1.66,1000.0774769999999,292.8662596000001,56.8,3712.0,45.7,1918.3,5575.0,58.4,23.1,52.4,96372.0,1198.5,184.5,10.92339333,-3.5766699999999996,3,sub,Burkina Faso,unknown
icr030335,18510.0,615.0,306.7,8.971,26.16,7.999,95.9,2.625,1.47,0.8109999999999999,0.194492,11.428571,2692.6502600000003,4.458422898999999,7.79,2100.0,2.5,9822.426652,491.6948784,195.3,15612.2,127.0,84904.7,9376.8,21.6,71.7,50.4,29280.0,623.8,184.5,9.57485485,42.66679382,1,top,Ethiopia,unknown
icr030495,11770.0,355.6,297.5,1.672,34.49,8.295,91.785,5.33,2.88,0.8809999999999999,0.227444,13.571429,1240.99471,3.3616019489999998,8.31,1400.0000000000002,1.71,7603.5631895,283.6490493,349.5,15744.5,45.7,89497.8,16686.8,23.7,71.9,52.8,32332.2,671.8,184.5,9.63629723,42.71965027,12,sub,Ethiopia,unknown
icr033602,10358.3,951.3,509.286,14.783,17.03,8.082,84.87,11.985,3.145,0.8420000000000001,0.21136300000000002,11.428571,1368.5118400000001,1.867091417,7.94,1500.0,1.99,10243.44383,496.6505076,175.4,21114.0,45.7,20275.6,13972.0,20.7,60.4,75.0,36953.8,849.1,184.5,4.14386177,38.25843048,1,top,Ethiopia,unknown
icr033603,10018.3,832.1,543.886,13.033,16.21,8.249,86.105,11.265,2.63,0.9585,0.22721999999999998,10.714286,1172.0955,1.5643320680000001,8.05,1200.0,1.68,9211.541912,497.8972087,325.6,20034.7,45.7,20851.4,11900.6,19.1,57.1,65.5,32368.4,822.9,184.5,4.14386177,38.25843048,1,sub,Ethiopia,unknown
icr033637,7215.32,1651.0,446.086,170.903,21.43,8.139,94.67,3.185,2.145,0.9285,0.15367999999999998,6.428571,1878.0970600000003,2.077326238,8.11,1900.0,1.95,7981.9475900000025,1055.581719,388.1,22745.1,45.7,22713.1,19721.1,17.9,159.8,49.6,30458.3,583.9,184.5,4.19490194,38.25834656,3,top,Ethiopia,unknown
icr033638,9501.32,2037.0,248.386,63.113,17.57,8.519,84.54,12.44,3.02,1.026,0.207275,7.142857000000001,1002.1684300000002,1.296907246,8.34,1100.0,1.48,7752.959933,502.0700852,281.0,17472.5,45.7,31375.6,16486.1,15.2,110.3,37.9,25426.7,447.1,184.5,4.19490194,38.25834656,3,sub,Ethiopia,unknown
icr033732,9127.32,688.2,605.186,10.041,19.83,8.345,97.29,1.8,0.91,0.9775,0.127357,5.714286,978.8282599999999,1.122440219,8.14,1000.0,1.24,5942.686224,571.3914348,363.4,13270.4,45.7,46207.5,50164.3,22.2,144.1,43.5,36072.0,595.0,184.5,4.2169199,38.28134918,8,top,Ethiopia,unknown
icr033733,13258.3,218.1,489.086,2.336,56.95,8.668,98.19,1.305,0.505,0.831,0.160081,14.285714000000002,792.09059,1.166958451,8.47,800.0,1.22,6265.506065,139.2166925,163.7,12414.2,45.7,31154.1,21431.3,18.7,682.9,43.0,34794.3,540.0,184.5,4.2169199,38.28134918,8,sub,Ethiopia,unknown
icr033752,5501.32,1091.0,804.7860000000003,7.222,9.02,8.078,81.77,13.72,4.505,0.986,0.23031300000000002,10.0,1677.13016,1.914900839,7.86,1600.0,2.01,10802.33587,244.5924975,176.3,24597.0,45.7,13148.5,12531.0,25.9,57.1,57.2,40596.3,795.0,184.5,4.14850712,38.31196213,9,top,Ethiopia,unknown
icr033772,7487.32,727.2,575.886,2.281,18.08,8.232999999999999,94.38,4.52,1.1,0.7995,0.168652,8.571429,901.44109,0.9851269420000001,7.69,900.0,1.1,11316.08576,186.9524045,170.8,23314.7,45.7,15034.3,11834.2,24.6,99.5,58.9,40046.3,649.6,184.5,4.1779871,38.30709839,10,sub,Ethiopia,unknown
icr033792,13248.3,226.6,312.586,5.803,11.55,8.329,86.775,10.325,2.905,1.0415,0.200196,8.571429,1024.97879,1.4383642669999999,7.92,1100.0,1.43,4442.457437,281.8633397,366.8,15259.3,45.7,58241.9,35409.8,15.2,83.0,34.3,28036.0,493.0,184.5,4.1927681,38.30604172,11,sub,Ethiopia,unknown
icr007851,42.61,67.66,565.4,31.88,10.2,4.4910000000000005,95.795,1.44,2.76,1.0505,0.10672999999999999,3.571429,115.98886,0.299874321,5.58,100.0,0.18,433.3812056,51.60862309,50.6,21832.9,45.7,4746.0,5575.0,1.8,97.1,10.2,3729.5,35.1,184.5,-5.33592987,37.46857452,7,sub,Tanzania,False
icr006493,804.5,339.6,1070.0,2.905,12.95,6.0870000000000015,91.19633333,8.215333333,0.588333333,1.1595,0.08908200000000001,3.571429,400.47446,0.564716776,6.09,600.0,0.56,3349.502357,138.13051399999998,50.6,20828.8,45.7,6770.2,5575.0,16.9,172.1,23.3,17699.0,199.1,184.5,-6.0639400000000006,36.4405,3,sub,Tanzania,False
icr006530,707.3,630.5,1070.0,4.157,10.05,7.225,93.77366667,5.4639999999999995,0.762333333,1.0935,0.054928,3.571429,703.85481,0.7735571459999999,6.59,700.0000000000001,0.71,2759.099866,165.31729850000005,50.6,9818.4,45.7,1482.6,5575.0,16.5,158.3,18.5,16239.2,200.0,184.5,-6.11749,36.4577,5,top,Tanzania,False
icr006705,625.2,464.2,1308.0,4.303999999999999,17.31,5.7570000000000014,97.93033333,1.51,0.56,1.4295,0.032402,3.571429,419.22907999999995,0.441853424,6.39,600.0,0.5,3889.920533,171.33682199999996,50.6,12276.8,45.7,6175.0,5575.0,13.1,128.6,27.2,22741.4,249.2,184.5,-6.09060001,36.50844955,14,sub,Tanzania,False
icr034011,396.07,47.92,323.7,2.608,2.783,6.367000000000001,79.67,11.56,8.775,1.2245,0.158208,0.0,106.3786,0.236884058,7.27,200.0,0.32,611.7812288,37.63169304,50.6,4842.9,45.7,368.5,5575.0,3.9,119.0,4.3,6314.8,78.4,184.5,8.12667833,9.880528332999999,6,sub,Nigeria,False
icr034422,305.3,98.833,445.14099999999996,5.7860000000000005,5.222,5.903,93.135,4.365,2.5,1.0070000000000001,0.099734,0.0,355.467,0.41096404200000003,6.15,300.0,0.5,481.6349171,77.10360439,45.3,12258.2,45.7,405.2,5575.0,4.6,107.9,6.4,6122.6,248.1,184.5,6.97757667,9.348373333,9,top,Nigeria,True
icr034914,283.5,104.53299999999999,917.041,8.704,20.267,4.569,88.65,7.245,4.11,0.9095,0.08503,2.857143,822.41349,1.4161706569999999,4.39,1000.0,1.45,1109.20272,98.77383462,50.6,21202.3,45.7,433.8,5575.0,3.5,72.6,24.7,11128.7,140.0,184.5,6.780285000000001,4.696635,16,sub,Nigeria,False
icr038107,6573.1,96.691,1059.0,3.134,8.331,7.037000000000001,95.58,4.24,0.18,0.8755,0.171322,11.428571,910.63615,1.090566039,6.81,900.0,1.15,1759.4935100000002,735.3739176,276.6,6254.2,45.7,27343.2,13483.3,55.4,23.1,72.0,61407.0,829.5,184.5,11.26593208,39.57683945,1,sub,Ethiopia,True
icr038118,6876.1,98.59100000000001,1085.0,3.5,10.491,6.858,97.825,2.175,0.0,0.8045,0.165622,13.571429,797.2325400000001,0.912882298,6.59,800.0,1.04,856.3787487,756.9129655,217.4,5172.8,45.7,28078.7,22936.2,29.5,23.1,57.2,54220.6,815.7,184.5,11.28125763,39.5773468,2,top,Ethiopia,False
icr038154,5361.1,341.39099999999996,993.6,23.39,10.651,6.484,96.43,3.33,0.24,0.8535,0.17019,11.428571,1426.30585,1.6487175230000002,6.52,1600.0,1.79,3672.163035,695.6427196000003,137.2,12847.8,45.7,16317.6,5581.6,14.9,23.1,99.6,53747.6,1130.6,184.5,11.32647038,39.57241058,4,top,Ethiopia,True
icr038273,7564.1,160.391,1211.0,6.629,15.450999999999999,6.32,95.835,4.145,0.02,0.7475,0.12228699999999999,12.142857000000001,1326.0961300000001,2.056550622,6.31,1700.0000000000002,2.32,1776.317116,541.9318138,139.4,4855.1,45.7,24159.8,14792.6,29.4,41.3,62.5,53901.4,753.6,184.5,11.28393459,39.61522293,10,top,Ethiopia,False
icr038368,5147.1,599.7909999999998,789.6,79.14,12.040999999999999,6.7079999999999975,95.305,3.915,0.77,0.866,0.176281,10.0,1821.31238,2.47440958,6.93,2200.0,2.64,3666.19244,619.9893768999998,50.6,26152.3,45.7,9977.9,5575.0,16.0,23.1,119.4,31601.9,1471.0,184.5,11.32898712,39.64373779,16,top,Ethiopia,True
icr048451,1820.0,143.0,697.0,1.13,18.2,8.79,88.44,9.38,2.175,1.0405,0.115494,7.142857000000001,428.94136,0.512223884,7.68,500.0,0.64,2654.341718,58.27157514,50.6,19014.7,45.7,3396.0,5575.0,19.3,24.8,21.2,20327.8,195.4,184.5,-27.6111,30.0127,1,sub,South Africa,False
icr048485,6210.0,199.0,957.0,2.47,14.9,8.09,94.285,4.665,1.05,0.8420000000000001,0.124581,14.285714000000002,649.9452900000001,1.158803642,7.71,700.0000000000001,1.16,1051.096313,140.8656783,50.6,3308.0,45.7,20434.2,8280.1,38.4,27.4,39.4,43812.2,1332.9,184.5,-27.5684,30.0228,3,top,South Africa,False
icr048520,1960.0,142.0,894.0,0.91,27.2,7.52,89.525,8.095,2.38,1.0065,0.094348,6.428571,639.7043400000001,0.807163596,6.8,700.0000000000001,0.94,3265.6441075,90.044253795,50.6,21192.0,45.7,3901.0,5575.0,18.7,30.9,32.1,29503.9,236.5,184.5,-27.6131,30.045,5,top,South Africa,False
icr048567,1930.0,126.0,1020.0,1.34,17.9,6.12,86.315,11.035,2.65,0.9635,0.117602,10.714286,973.5759699999999,1.6261543040000002,5.72,1200.0,1.73,1058.7271460000004,159.46519990000004,50.6,4983.4,45.7,3504.7,5575.0,45.7,125.1,30.2,48535.2,301.4,184.5,-27.535,30.0388,8,sub,South Africa,False
icr048585,314.0,81.0,572.0,0.4,10.3,5.24,86.5,9.45,4.05,1.04,0.11671300000000001,4.285714,343.73823999999996,0.531084508,4.7,700.0000000000001,0.96,1017.60381,76.77132468,50.6,27185.8,45.7,740.9,5575.0,6.2,133.3,19.1,22467.0,33.0,184.5,-27.601999999999997,30.06,9,sub,South Africa,False
icr048664,1020.0,241.0,1020.0,4.56,17.4,5.83,82.805,13.035,4.155,1.0295,0.10022,4.285714,859.19786,1.460391223,5.61,1000.0,1.56,2175.006965,153.1530204,50.6,26868.4,45.7,2740.9,5575.0,15.1,39.4,22.4,18794.5,254.9,184.5,-27.6154,30.0861,13,top,South Africa,False
icr048665,1150.0,165.0,1250.0,1.89,17.6,5.83,81.395,13.15,5.455,1.048,0.13532,4.285714,649.82425,1.095208108,5.53,800.0,1.16,2620.3631379999997,109.4233412,50.6,23745.9,45.7,2154.1,5575.0,14.5,60.4,24.5,22784.0,237.0,184.5,-27.6154,30.0861,13,sub,South Africa,False
icr048704,910.0,217.0,908.0,3.99,18.7,5.73,80.94,13.39,5.665,1.0575,0.133128,5.0,980.89568,1.8103066680000002,5.5,1100.0,1.67,1427.719261,123.546345,50.6,12785.2,45.7,1224.2,5575.0,19.0,84.9,15.4,23352.7,285.3,184.5,-27.5677,30.0907,15,top,South Africa,False
icr048722,2370.0,120.0,1270.0,0.26,16.9,5.91,84.71,11.32,3.975,0.9255,0.09786,13.571429,1618.24569,2.816334248,5.37,1900.0,2.92,1534.947882,227.1775689,50.6,5649.9,45.7,3343.5,5575.0,60.6,80.2,48.3,74899.6,730.4,184.5,-27.545,30.0929,16,sub,South Africa,False
icr049074,672.0,195.0,394.0,15.9,3.2,7.27,91.345,6.23,2.425,1.24,0.091842,0.0,316.0693,0.215737641,6.93,300.0,0.28,2494.071238,146.9215153,50.6,12970.3,45.7,7015.2,5575.0,8.7,99.7,23.5,23072.1,473.0,184.5,-29.9813,22.7623,9,top,South Africa,False
icr049735,1100.0,1440.0,708.0,20.1,1600.0,5.28,91.305,7.105,1.59,0.755,0.34772,9.285714,1466.63964,2.2859483959999998,5.24,1200.0,1.63,8452.905013,389.4274575,50.6,19991.8,1914.3,3492.0,5575.0,22.4,21557.4,51.5,40858.2,122.4,206.2,-18.048054999999998,36.86693667,13,top,Mozambique,False
icr050155,3620.0,124.0,795.0,78.3,6.03,6.79,92.585,6.275,1.13,0.9795,0.104321,7.142857000000001,1066.0753,1.7441424730000001,6.52,1100.0,1.85,6901.689881,6306.783621000001,11308.0,59575.9,45.7,81293.0,5854.6,101.7,1280.4,259.9,222256.4,2633.1,184.5,-16.16296,38.94107833,2,sub,Mozambique,False
icr050175,2460.0,76.7,953.0,3.01,5.5,5.94,93.135,5.765,1.1,0.9205,0.04735,6.428571,805.44405,1.48039937,5.67,800.0,1.52,3135.861836,174.7543751,50.6,85909.4,45.7,35602.8,20937.5,84.5,582.7,149.9,96003.4,857.7,184.5,-16.1334,38.94113333,3,sub,Mozambique,True
icr050214,216.0,29.0,520.0,7.78,3.66,5.4,91.17,7.195,1.635,1.2825,0.045870999999999995,0.0,287.01015,0.44216457,5.26,300.0,0.54,174.9123131,55.1459123,50.6,10597.4,45.7,2293.6,5575.0,8.4,210.1,6.8,9483.6,90.8,184.5,-16.17429833,38.96290833,5,top,Mozambique,False
icr050215,136.0,19.3,777.0,4.36,5.47,5.38,90.305,7.94,1.755,1.2465,0.053022,0.0,200.48389,0.299974784,4.88,200.0,0.37,202.72771840000001,60.68218429,50.6,11506.0,45.7,2152.3,5575.0,15.0,310.2,11.8,16995.5,86.4,184.5,-16.17429833,38.96290833,5,sub,Mozambique,False
icr050234,1480.0,183.0,983.0,145.0,6.42,6.09,92.915,6.06,1.03,1.1,0.053264,2.142857,757.85965,1.315532267,5.66,800.0,1.37,1422.794032,4410.604305,6069.3,84551.6,45.7,30475.5,5575.0,28.3,259.2,66.4,86648.6,1658.9,184.5,-16.15708333,38.95627333,6,top,Mozambique,True
icr050254,627.0,92.0,584.0,12.3,3.79,6.33,90.995,7.52,1.475,1.2335,0.122484,0.0,410.53981000000005,0.700015187,6.14,400.0,0.85,777.7594074,151.9348733,50.6,106273.4,45.7,2542.3,5575.0,11.4,287.7,25.0,17563.4,686.0,184.5,-16.12728667,38.95530167,7,top,Mozambique,False
icr050274,464.0,59.3,589.0,3.52,4.62,5.79,90.75,7.305,1.95,1.2325,0.057786000000000004,0.0,305.72755,0.455139935,5.67,300.0,0.53,400.0651012,47.01986569,50.6,11329.0,45.7,23482.0,5575.0,11.3,374.8,13.6,18007.6,516.3,184.5,-16.115579999999998,38.96545167,8,top,Mozambique,True
icr050294,1810.0,62.5,898.0,8.79,6.38,6.46,90.58,7.985,1.435,1.0955,0.115203,5.714286,865.11746,1.661233485,5.99,1000.0,1.82,424.7531805,258.7843105,50.6,5170.2,45.7,20339.4,5575.0,110.3,624.9,68.6,155712.3,2748.8,184.5,-16.178185,38.99062167,9,top,Mozambique,False
icr050354,1570.0,54.9,551.0,5.44,5.25,6.57,91.71,6.785,1.505,1.395,0.072881,2.857143,620.43702,1.08020097,5.79,100.0,0.24,291.809434,33.83149536,50.6,1940.3,45.7,9845.7,5575.0,66.1,326.3,26.4,29621.0,1151.9,184.5,-16.11628667,38.98612833,12,top,Mozambique,True
icr050355,1270.0,18.4,702.0,1.01,5.35,6.53,89.18,8.29,2.53,1.3585,0.05358400000000001,2.142857,395.76874999999995,0.509246826,6.33,200.0,0.48,444.83706995,52.88234837,50.6,1687.2,45.7,8856.4,5575.0,87.6,193.0,30.3,39201.1,854.9,184.5,-16.11628667,38.98612833,12,sub,Mozambique,True
icr050395,193.0,37.3,248.0,4.87,3.57,5.4,88.285,8.615,3.1,1.3945,0.047831,0.0,181.76247999999998,0.225419134,5.46,100.0,0.26,899.1495722999997,19.8002579,50.6,63413.3,45.7,2537.9,5575.0,3.1,415.5,10.1,3929.1,207.8,184.5,-16.14783,39.003834999999995,14,sub,Mozambique,False
icr050415,251.0,60.6,592.0,1.87,4.82,5.78,89.165,8.755,2.08,1.2495,0.112418,0.0,225.08861000000002,0.278592393,5.45,200.0,0.38,1186.514403,114.7864812,50.6,85050.9,45.7,1437.1,5575.0,7.3,26.8,29.4,18643.7,578.2,184.5,-16.13769833,39.00373,15,sub,Mozambique,False
icr050435,653.0,25.1,933.0,1.09,5.16,5.88,92.845,5.96,1.195,1.0745,0.10891500000000001,5.0,588.20756,0.918347895,5.21,600.0,1.07,266.9175492,94.35780888,50.6,3793.0,45.7,5115.7,5575.0,73.8,273.8,25.4,61562.4,490.4,184.5,-16.1104,39.01113833,16,sub,Mozambique,False
icr054165,2000.0,238.0,807.0,30.6,9.11,6.11,87.725,8.05,4.225,1.0015,0.099177,4.285714,1273.7038400000001,1.808678508,6.39,1500.0,2.2,2103.471635000001,524.5094295,50.6,8677.6,45.7,2377.6,5575.0,24.9,31.2,61.2,42141.6,1030.7,184.5,0.49136299,32.27067566,1,top,Uganda,True
icr054202,270.0,69.7,638.0,11.5,18.0,4.47,88.07,6.515,5.415,1.127,0.090072,2.142857,419.39883,0.6704353989999999,4.85,400.0,0.72,506.48482340000004,97.08091552,50.6,3403.0,45.7,337.6,5575.0,5.0,65.6,8.2,6496.8,158.2,184.5,0.53347302,32.26804352,3,sub,Uganda,False
icr054293,1980.0,261.0,764.0,15.1,80.3,5.24,42.51,29.465,28.025,0.6940000000000001,0.10298399999999999,5.0,3842.3349000000003,4.732385159,5.21,4000.0,4.87,784.8383861000003,353.6710646,50.6,7692.1,58.7,3158.6,5575.0,9.4,108.3,24.4,12231.0,663.1,184.5,0.56445801,32.29327011,8,top,Uganda,False
icr054294,745.0,115.0,471.0,6.65,32.1,4.8,29.635,31.23,39.135,0.9470000000000001,0.152777,2.857143,903.09191,1.239009559,4.87,1000.0,1.25,523.6804625,98.67443949,50.6,8051.2,45.7,1080.3,5575.0,5.6,60.8,14.5,7862.2,146.2,184.5,0.56445801,32.29327011,8,sub,Uganda,False
icr054334,1050.0,131.0,852.0,5.69,17.7,5.3,91.465,5.32,3.215,1.0005,0.11715999999999999,6.428571,1649.4556499999999,1.711449206,5.53,1900.0,1.83,1764.3428829999998,257.2072912,50.6,15011.0,45.7,1588.7,5575.0,15.1,52.5,23.9,32732.4,1347.0,184.5,0.51432502,32.30515671,10,sub,Uganda,False
icr054345,780.0,98.2,938.0,4.02,10.0,5.14,57.83,17.74,24.43,1.0215,0.121278,5.0,779.13467,1.014404655,5.58,900.0,1.26,2743.74158,198.0460748,50.6,20326.6,45.7,1295.5,5575.0,6.6,81.4,18.3,28499.3,761.5,184.5,0.53860003,32.31171417,11,sub,Uganda,False
icr054361,1080.0,127.0,518.0,20.9,22.6,6.48,84.235,7.645,8.115,1.1115,0.104762,3.571429,754.0176799999999,0.7809893790000001,6.37,800.0,0.83,623.7988007,162.5109821,50.6,7888.8,45.7,1217.9,5575.0,5.9,88.3,12.0,7807.4,328.9,184.5,0.55428702,32.31141281,12,sub,Uganda,True
icr054374,1000.0,57.9,1010.0,7.27,11.8,4.89,88.905,6.5,4.59,0.9485,0.098708,5.0,1328.58492,1.953071773,5.48,1500.0,2.0,443.2497578,282.2197308000001,50.6,3059.0,45.7,1111.8,5575.0,11.5,23.3,26.3,15348.2,764.7,184.5,0.49447301,32.33593369,13,top,Uganda,False
icr054387,1280.0,57.5,921.0,4.54,11.2,5.44,92.22,4.395,3.385,0.987,0.093377,4.285714,1251.89766,1.722321868,5.97,1300.0,1.69,503.26104929999997,331.592208,50.6,2821.5,45.7,1523.9,5575.0,13.1,23.1,28.4,21515.5,1331.3,184.5,0.51074201,32.33942032,14,top,Uganda,True
icr054388,1090.0,40.7,1010.0,1.37,10.0,5.49,86.7,6.175,7.125,0.943,0.10584500000000001,5.0,826.4409,1.009913087,5.8,900.0,1.05,595.8358859,286.68692169999997,50.6,2751.3,45.7,1086.6,5575.0,15.0,108.7,31.8,27451.3,1084.6,184.5,0.51074201,32.33942032,14,sub,Uganda,True
icr054410,2480.0,562.0,797.0,16.9,13.0,6.28,90.665,5.755,3.58,0.956,0.087802,6.428571,2453.22071,3.1942249539999996,6.62,2600.0,3.25,1379.049694,493.243317,50.6,9966.4,45.7,3757.3,5575.0,19.7,23.1,38.8,18579.3,2171.3,184.5,0.52495998,32.33211136,15,top,Uganda,True
icr054411,1830.0,289.0,916.0,9.82,12.5,6.05,92.195,4.24,3.56,0.8625,0.071716,6.428571,1606.57682,2.1694759130000003,6.4,1700.0000000000002,2.21,1121.801842,402.69360489999997,50.6,11043.6,49.1,2525.2,5575.0,21.1,43.7,38.0,20690.7,2226.0,184.5,0.52495998,32.33211136,15,sub,Uganda,True
icr054438,1460.0,63.0,1080.0,1.34,10.0,5.59,91.705,4.525,3.77,0.9175,0.101024,8.571429,1187.65809,1.498341739,5.51,1400.0000000000002,1.64,1069.085822,771.9767873,123.0,2220.2,45.7,2231.0,5575.0,26.7,46.4,25.5,144785.3,1479.6,184.5,1.45866,31.46679667,1,sub,Uganda,False
icr054457,382.0,74.7,1340.0,1.48,8.93,4.7,45.315,17.985,36.7,1.0390000000000001,0.053070000000000006,5.714286,785.51728,0.8230536279999999,4.82,1000.0,0.96,4955.957674,298.2747849,50.6,12858.4,45.7,479.5,5575.0,20.6,24.0,25.9,29291.0,575.4,184.5,1.473473333,31.46200667,2,sub,Uganda,False
icr054529,2520.0,848.0,988.0,6.31,16.8,6.48,86.635,7.02,6.345,0.8855,0.045012,8.571429,2723.1915299999996,3.788784862,6.35,2800.0000000000005,3.91,2298.6957039999998,430.8147771000001,50.6,3818.8,45.7,3550.3,5575.0,26.9,46.6,24.2,28935.6,597.7,184.5,1.5029833330000002,31.490945,7,top,Uganda,False
icr054564,2260.0,139.0,1050.0,1.98,8.94,6.13,85.645,6.435,7.925,0.9245,0.058498,7.142857000000001,1453.5635,2.5305563209999997,6.16,1800.0,2.68,1816.8304469999998,682.5279644,50.6,3937.0,45.7,3166.7,5575.0,25.2,108.6,34.2,93516.4,3314.1,184.5,1.462205,31.507475,9,top,Uganda,True
icr054677,754.0,46.5,1330.0,4.29,16.1,4.84,91.45,4.73,3.82,0.934,0.05538099999999999,5.0,909.10718,1.456201136,4.6,2000.0,2.35,1890.207586,326.79241119999995,50.6,2895.6,45.7,782.3,5575.0,15.6,75.8,14.2,22130.9,174.5,184.5,1.5015983330000002,31.53512667,15,sub,Uganda,True
icr055982,138.0,35.6,1190.0,3.75,45.7,4.91,84.81,8.135,7.05,0.9955,0.0844,3.571429,396.96954,0.34999077,5.825,300.0,0.38,763.0166285,97.25254392,50.6,3705.2,45.7,183.0,5575.0,20.3,76.8,22.0,16432.9,182.6,184.5,-13.10106667,28.458734999999997,6,sub,Zambia,True
icr056141,325.0,41.2,838.0,12.0,9.09,5.5,86.365,7.11,6.53,1.0390000000000001,0.062788,1.4285709999999998,444.31392,0.78611657,5.825,500.0,0.88,410.9310066,34.39056871,50.6,1480.8,45.7,358.8,5575.0,20.5,83.3,11.2,3115.6,100.5,184.5,-13.10194667,28.50299833,14,top,Zambia,False
icr056142,428.0,49.2,1010.0,5.0,28.5,5.12,86.84,6.35,6.81,0.9335,0.06526900000000001,3.571429,265.26504,0.414071023,5.825,300.0,0.48,433.73206889999994,23.65952449,50.6,2252.1,45.7,288.2,5575.0,22.5,105.3,19.1,5642.6,82.2,184.5,-13.10194667,28.50299833,14,sub,Zambia,False
icr056220,565.0,96.7,514.0,3.01,2.64,6.13,71.18,16.14,12.685,0.922,0.064013,0.714286,452.04513,0.489175797,5.91,600.0,0.64,13142.86961,182.88089069999998,50.6,29502.6,45.7,1819.5,26597.2,19.5,376.0,63.0,44390.3,572.3,184.5,-16.09294,28.26640167,2,top,Zambia,False
icr056281,205.0,43.5,717.0,2.57,4.96,6.06,56.815,28.62,14.56,0.9795,0.086935,1.4285709999999998,614.2073700000001,0.33703748899999997,5.69,600.0,0.5,17828.86567,75.24589182,50.6,36931.3,45.7,2069.1,30999.9,65.0,1605.6,22.8,42495.7,139.5,184.5,-16.11281,28.27992667,5,sub,Zambia,False
icr056360,3400.0,264.0,702.0,64.5,10.7,6.55,38.26,32.94,28.8,0.7585,0.055878,3.571429,1674.38395,2.704875946,6.4,2300.0,3.0,20158.203840000002,341.175966,50.6,36514.7,45.7,7587.1,41006.6,16.4,2960.6,6.5,35102.6,196.7,184.5,-16.11395,28.30799833,9,top,Zambia,False
icr056500,501.0,114.0,582.0,12.2,3.82,6.32,93.01,3.355,3.645,0.8725,0.039799,0.0,324.39405,0.625908524,6.05,400.0,0.62,15786.9755,114.4917539,50.6,42340.1,45.7,4605.9,24035.7,23.9,704.3,25.0,38445.1,507.3,184.5,-16.04378333,28.32967,16,top,Zambia,False
icr056501,417.0,115.0,606.0,5.41,3.54,6.38,93.6,3.085,3.315,0.8075,0.048718,0.0,131.79401000000001,0.210389495,5.96,200.0,0.24,29290.27733,73.44506025,50.6,46565.5,45.7,3613.7,51204.8,17.5,1031.0,35.0,51026.2,429.1,184.5,-16.04378333,28.32967,16,sub,Zambia,False
icr075676,204.0,112.0,293.0,12.9,4.32,5.9,85.73,7.0,7.265,1.276,0.238333,0.0,265.60344,0.337439314,5.74,900.0,0.37,381.0711604,38.25941618,50.6,2504.5,45.7,259.7,5575.0,2.8,63.4,3.2,1784.2,20.2,184.5,-15.897394,26.093142,1,top,Zambia,True
icr075677,204.0,136.0,428.0,8.75,4.8,5.71,87.905,6.725,5.37,1.298,0.20183199999999998,0.0,171.29481,0.17194559399999998,6.17,300.0,0.26,494.6787369,36.80063189,50.6,2884.6,45.7,235.3,5575.0,2.3,91.7,2.5,2410.8,13.7,184.5,-15.897394,26.093142,1,sub,Zambia,True
icr075696,389.0,60.8,220.0,5.67,4.87,6.43,79.06,10.56,10.385,1.238,0.202195,0.0,378.65017,0.502992481,6.17,500.0,0.56,354.288602,26.43393106,50.6,3738.0,45.7,479.2,5575.0,2.5,87.0,4.3,2061.7,25.2,184.5,-15.867407,26.098539000000002,2,top,Zambia,False
icr075716,577.0,82.2,265.0,7.05,7.34,6.12,80.27,10.63,9.1,1.2209999999999999,0.222769,0.0,563.45711,0.7385437490000001,5.825,700.0000000000001,0.93,383.8202295,35.07610755,50.6,5227.2,45.7,661.8,5575.0,4.1,115.9,2.3,2320.6,24.5,184.5,-15.85138333,26.095875,3,top,Zambia,False
icr075717,328.0,50.3,161.0,3.18,3.89,6.33,83.43,9.435,7.145,1.263,0.206994,0.0,243.64122000000003,0.284831524,6.18,300.0,0.33,307.3819389,20.00206931,50.6,5339.2,45.7,385.0,5575.0,2.4,184.1,2.4,2115.3,15.0,184.5,-15.85138333,26.095875,3,sub,Zambia,False
icr075736,5110.0,219.0,832.0,12.6,48.0,5.63,80.475,9.855,9.665,0.6445,0.199999,10.714286,5425.6224600000005,5.83246541,5.46,6100.0,6.3,2988.5218440000012,215.0450915,50.6,6461.4,45.7,6070.4,5575.0,19.4,75.6,25.3,17581.2,42.9,184.5,-15.827109,26.095398,4,top,Zambia,False
