SSN,pH,%N,%C,C % Inorg  ,C % Org,Am Ox_Al mg/kg,Am Ox-Fe mg/kg,AmOx-Mn/mg/kg,AmOx-Pmg/kg, Olsen P mg/kg,pbi no units,Caex cmolc/ kg soil,Kex cmolc/ kg soil,Mgex cmolc/ kg soil,Naex cmolc/ kg soil,ECEC cmolc/ kg soil,ICP OES Al mg/kg ,ICP OES Ca mg/kg ,ICP OES Co mg/kg ,ICP OES Cr mg/kg ,ICP OES Cu mg/kg ,ICP OES Fe mg/kg ,ICP OES K mg/kg ,ICP OES Mg mg/kg ,ICP OES Mn mg/kg ,ICP OES Na mg/kg ,ICP OES Ni mg/kg ,ICP OES P mg/kg ,ICP OES Pb mg/kg ,ICP OES S mg/kg ,ICP OES Zn mg/kg ,ICPMS As 75 mg/kg,ICP MS Se 78 mg/kg,ICP MS Mo 95 mg/kg,ICP MS Cd 114 mg/kg,P,K,S,Ca,Mg,Cu,Zn,Fe,Mn,Mo,Public,Latitude,Longitude,Cluster,Plot,Depth,Cultivated
icr042025,5.98,0.1,1.16,0.0,1.16,983.576,2789.2070000000012,1169.02,339.089,1.32,135.43,5.09,0.235574702838742,3.51006999053693,0.076392167014796,11.6847898727304,19490.08996,1697.497628,7.964267826,12.40805118,9.077656746,21725.51668,1919.7859899999999,1128.5380949999999,1439.1661789999994,51.56141377,8.809555466,489.490854,15.64282298,98.33833498,68.09718868,2.24141418331417,1.78490272857531,1.03639139162106,0.058741099798988,0.00506,1.0185899999999999,0.00457,0.25011,0.5575,0.00099,0.00565,1.7074099999999999,0.09552000000000001,0.01845,True,-1.70595801,35.78072357,3,1,sub,
icr042790,5.27,0.41,6.03,0.0,6.03,15245.28,6241.773,239.275,60.294,1.64,162.34,3.2,0.153605420747194,0.923685365480354,0.06464146015665799,4.07942664771764,118363.6987,977.9608762,6.281875198,459.5576159,17.27029457,104763.43606,786.9992591,1382.839314,379.7405007,39.38271521,22.47910784,554.155534,7.26395508,375.25394900000003,14.57244811,4.52134505061819,1.19598545356059,0.321384932589102,0.001547056781667,0.00506,0.26306999999999997,0.01573,0.13902,0.5575,0.0017399999999999998,0.00157,7.1932,0.02781,0.01845,True,10.47201667,-13.424075,1,2,top,
icr042811,5.07,0.42,5.98,0.0,5.98,16265.13,5449.089,493.24,134.424,0.5,20.63,1.49,0.088658584721075,0.7743055367208391,0.056507783990427,1.5665349168505,105236.9651,1308.034664,8.564739513,185.42887199999998,24.43115845,92400.45386000001,1004.1333089999999,1717.7742859999994,718.2408082999997,45.43209997,28.89858856,717.3066732999997,11.89768739,387.8891211,26.94346254,9.74843544497231,1.43287085735408,0.31588212755034,0.012182618148405,0.00506,0.19856,0.00457,0.07859,0.5575,0.0037799999999999995,0.0023899999999999998,3.9874099999999997,0.034480000000000004,0.01845,True,10.49729833,-13.42232167,2,2,sub,
icr042836,5.02,0.32,5.33,0.0,5.33,13879.328000000001,6345.3809999999985,302.954,65.003,0.62,229.14,1.5,0.110327280981526,0.5131321565110061,0.058982805152306,0.471874589343296,116298.3084,525.7060222,8.171213374,445.9871643,33.29095014,119226.2211,921.7260449999999,1637.094546,500.2915387,45.22989639,34.52475859,707.6695728,12.7889219,298.2493877,20.97881328,6.05727888652645,1.41764582474229,0.40346564336471297,0.0006803957101050001,0.00506,0.36516,0.00492,0.07109,0.5575,0.00265,0.0019399999999999999,8.59809,0.03358,0.01845,True,10.51886667,-13.43299667,3,5,top,
icr042867,5.7,0.1,1.52,0.0,1.52,3839.6020000000003,3058.842,264.82,-13.867,0.66,79.19,5.7,0.17948470726348698,1.6247769035177901,0.051232285395997,5.79362546665536,52683.78926000001,419.2361526,16.17929293,78.59356945,49.01359762,54409.53926000001,541.2611277999998,1163.642861,470.93137340000004,44.10695055,30.63401415,190.6647747,10.16083115,148.3256935,24.78494582,1.7305790081764099,1.05469157906232,0.030098483059125,0.008817515302586,0.00506,0.31303000000000003,0.0085,0.22003000000000003,0.5575,0.00139,0.0015400000000000001,7.732889999999999,0.02128,0.01845,True,10.477555,-13.40055167,5,1,top,
icr042896,4.7,0.21,2.9,0.0,2.9,11184.11,3598.958,153.543,26.239,2.4,57.09,1.35,0.126527696907538,0.657083882822465,0.054195351975630995,4.5630668241982,125105.16835,1779.531392,5.62262622,219.58047975,16.80301194,110908.80097000001,852.4579646,1312.646373,307.0650771,44.705004735,18.05380754,524.3275267,8.689260759,311.06808125,13.31192191,9.87129320638849,1.07215719072137,0.44116514431543896,0.009766973747213002,0.00506,0.57186,0.00457,0.06901,0.5575,0.00257,0.00329,3.5026300000000004,0.01875,0.01845,True,10.50197833,-13.40440167,6,7,top,
icr042930,5.31,0.22,3.01,0.0,3.01,4980.0779999999995,4036.955,31.603,86.609,1.38,220.21,4.11,0.18469873472759696,1.10758876543921,0.05022855772846,4.57487052350247,53389.60777,425.8560812,8.42583974,165.8111994,25.30577462,40557.63113,1037.602649,1174.460763,141.7757292,56.52575797,39.70641746,375.4763041,14.73534012,244.52595010000002,29.17575953,2.56298611823273,1.2422033288226002,0.374685579984459,0.009713156786258002,0.00633,0.33647,0.01353,0.16688,0.5575,0.00231,0.0028699999999999997,6.53608,0.04244,0.01845,True,10.53327167,-13.410885,8,3,top,
icr042947,5.2,0.31,5.25,0.0,5.25,13077.274,4248.285,250.261,41.79600000000001,1.06,168.92,1.98,0.185037480197349,0.7138284058424191,0.05743155335944301,3.36428190310538,114431.4801,684.0369525,7.058310007999999,222.6684085,29.96593088,116040.81655999999,651.2401222,1077.273009,485.4357603,43.57588894,22.458561800000002,520.8355955,13.16231597,336.8310457,18.684413600000006,8.37401755561883,1.28010622755166,0.7604771490667289,0.011488623807335,0.00506,0.23440999999999998,0.00922,0.08027000000000001,0.5575,0.0027199999999999998,0.00221,9.8855,0.03898,0.01845,True,10.477089999999999,-13.37363833,9,1,sub,
icr042967,5.5,0.3,4.54,0.0,4.54,10905.28,3441.505,237.264,24.016,0.4,94.95,5.32,0.15685983717962199,1.5815200052664098,0.056596878198434,4.6542601349058215,103632.5001,1564.1223300000001,8.236591449,186.326826,40.01425636,101260.34682,624.9767866000002,1324.779753,445.7287936000001,35.07503533,32.01409377,436.73934460000004,10.748036,298.0962088,17.57825883,4.2296303867175,0.931794149748919,0.27566202132320394,0.008143130373928002,0.00506,0.18868,0.006520000000000001,0.18422,0.5575,0.00355,0.00207,7.62523,0.03815,0.01845,True,10.491285000000001,-13.380635,10,1,sub,
icr042990,4.77,0.29,4.56,0.0,4.56,10947.909,3558.0690000000004,148.658,55.714,0.76,155.18,1.01,0.11796418243248401,0.394345342110677,0.05975859537858999,4.0170290302053395,63428.89857000001,399.3273504,5.7465185210000005,119.7941463,16.54098768,55648.356179999995,918.130767,1025.007848,263.53488680000004,52.216043799999994,18.94279818,302.143643,12.534636,241.3404253,19.00353858,3.52166283306542,0.9804366947323779,0.7525680363899058,0.01253459033034,0.00506,0.7518600000000001,0.00457,0.06294,0.5575,0.0018,0.00274,4.29338,0.02271,0.01845,True,10.52136833,-13.38026167,11,3,top,
icr043068,4.63,0.23,3.49,0.0,3.49,5714.101,3881.66,288.2340000000001,25.857,1.38,64.55,1.42,0.143203191187341,0.672714623657684,0.054355068912098,4.18561633378585,57694.20975,453.89791910000014,13.26846138,118.9945077,32.77763068,73976.31408,1103.619639,1000.8623470000001,526.4540691000002,96.00293237,34.50444557,403.22830469999997,20.74947702,227.0734977,22.93527233,5.0776646559365,1.3303231770030801,0.8907779890501442,0.009047922906540001,0.00506,1.01928,0.00457,0.08866,0.5575,0.00295,0.00295,5.7051,0.03252,0.01845,True,10.51575167,-13.35777833,15,5,top,
icr043152,,0.1,1.76,0.0,1.76,3316.99,1172.603,60.895,-2.818,1.26,20.23,0.93,0.097642672903937,0.449770892408969,0.05235280368146202,-1.81124718225013,34799.55902,253.93643219999996,5.2660937269999994,46.91268837,7.107780792000001,20636.85977,477.3690579,750.766039,143.3197467,31.92862599,15.50319362,146.3453011,5.50766662,68.82316873,10.02119874,1.0052037845232,0.36264829335654997,0.11301301326782195,0.0019704168961070002,0.00506,0.12129000000000001,0.00457,0.03323,0.5575,0.0009199999999999999,0.0008900000000000001,1.51124,0.010190000000000001,0.01845,True,11.91600667,-13.17532833,2,1,top,
icr043153,4.49,0.05,0.98,0.0,0.98,3331.653,1112.493,41.472,-16.062,0.64,18.17,0.42,0.04320594244251,0.15370558267023302,0.059959290970409,-0.540385553198711,42908.07352,105.45387179999999,5.467587537999999,69.69937283,8.717152984,26296.34162,498.4639399,752.5088696,127.77509930000001,29.39443393,18.57725792,130.5438911,7.1331232270000005,42.514176299999995,10.56788788,1.0973298390861501,0.39912175309526704,0.08905054869466802,-0.001475643416552,0.00506,0.11210999999999999,0.00457,0.018009999999999998,0.5575,0.0010400000000000001,0.00088,1.7638599999999998,0.00948,0.01845,True,11.91600667,-13.17532833,2,1,sub,
icr043173,4.48,0.04,0.63,0.0,0.63,1641.9660000000001,957.186,19.058,-18.730999999999998,0.62,11.8,0.73,0.10021800134532699,0.335390195762189,0.147975634551784,-2.7421649490921403,33231.85796,160.7215659,3.530682536,51.25555609,7.282223417000001,14313.78516,594.2149003,536.9096333,70.75619525,31.14774421,14.27089668,81.47239918,5.973458325,36.54180417,7.86518871,1.0130408612369202,0.5059173367139761,0.116873998182998,-0.0017938244431439999,0.00506,0.15736,0.00457,0.020319999999999998,0.5575,0.0008699999999999999,0.0007599999999999999,0.9822299999999999,0.005,0.01845,True,11.94272667,-13.17404833,3,1,sub,
icr043212,4.99,0.08,1.24,0.0,1.24,3363.4190000000012,7273.166,2034.8029999999999,25.75,0.94,37.88,1.01,0.25299192665665804,1.09398420950422,0.126084555439513,2.1330871262514903,48708.76197,273.6452153,42.915800299999994,71.69294295,33.55625951,73146.71654,2124.825348,1417.277449,2525.88207,43.04540189,27.29989746,382.7752742,16.52649833,43.64701014,54.55128764,3.5893688400738997,1.4102239640756002,0.17641288341170006,0.007067502452069002,0.00506,1.05324,0.00457,0.042789999999999995,0.5575,0.0031100000000000004,0.00463,5.25537,0.1504,0.01845,True,11.90748167,-13.15499,5,1,sub,
icr043231,4.64,0.08,1.35,0.0,1.35,3108.2129999999997,1305.675,68.991,17.418,1.1,19.2,0.71,0.093822111242688,0.34808237202221803,0.04892825151436,0.264583701849662,46142.00584,206.04856005,5.0906853375,53.643351675,8.8471576495,27433.08819,830.06634945,977.3753985999999,146.69537825,36.93563797,18.11763495,164.21622069999995,7.260182173,64.679092635,11.742846115,1.6522234745551898,0.522541343827113,0.192824285926293,0.002558542641617,0.00506,0.21545,0.00457,0.026139999999999997,0.5575,0.00105,0.0018,1.7140400000000002,0.00998,0.01845,True,11.92195167,-13.15272167,6,2,sub,
icr043248,5.81,0.12,2.0,0.0,2.0,2542.4770000000008,1714.9360000000001,297.848,42.256,2.72,11.28,4.63,0.360381591833916,1.50667853215388,0.053302979904265003,4.4652420015272405,23253.551180000002,1177.5037,4.352712243,70.31632504,6.682575777,40470.6977,706.2820688999999,751.2405587999997,395.443926,35.94589645,9.103391217999999,236.3631063,9.414054434,98.69784941,7.820821157,3.69047662612404,0.6385323541594681,0.492483941294149,0.007985092879687,0.00506,0.18944,0.00457,0.11704,0.5575,0.00114,0.00073,2.9493099999999997,0.024669999999999997,0.01845,True,11.94213,-13.157495,7,2,top,
icr043266,5.86,0.12,2.06,0.0,2.06,2652.382,1025.203,152.039,38.57,2.08,10.73,4.82,0.128786100162923,1.22690861057396,0.071970664612707,3.23445977176311,19179.73012,1232.88727,2.547881808,27.62811131,5.268871687,14263.776069999998,793.4633437000001,785.1655714999997,194.2437209,24.96952022,7.837866208999999,167.8845618,6.032264126,91.77557935,7.137891542999999,1.5837013310275099,0.7150768977257329,0.19584484359767002,0.006695699584257,0.00506,0.24214000000000002,0.00457,0.14097,0.5575,0.0011,0.0006799999999999999,1.13069,0.01444,0.01845,True,11.961969999999999,-13.153175,8,1,top,
icr043287,5.16,0.11,1.5,0.0,1.5,3943.4,1818.96,7.204,10.783,1.66,167.04,0.54,0.12236925717998,0.134840631326887,0.10164875187119199,-3.6546153818089198,29397.51332,165.05869380000001,5.356381343,64.29292924,6.165225775,23736.39258,552.7532823,936.3419533,59.32774763,38.85759868,14.6537719,188.7514501,6.483915894,100.7515702,8.670697137000001,2.13069658438118,0.511807324085441,0.2500141684293889,0.002166228209061,0.00506,0.18334,0.00457,0.02955,0.5575,0.0011,0.0008,2.44466,0.00576,0.01845,True,11.90510833,-13.13042,9,2,top,
icr043300,4.45,0.07,1.16,0.0,1.16,2894.242,3829.298,110.053,-9.562999999999999,0.54,491.84,0.49,0.08342245581009901,0.235867341863814,0.07496393488250701,-1.1791900975733898,49505.13389,140.1808264,9.190946764,54.51711207,23.09493054,42619.18619,1195.820089,1192.801072,262.628655,45.57089515,19.811395,187.8325979,11.54250581,51.03001816,20.87586357,1.6269228256741202,0.941387142213833,0.132572789137897,-0.0012295919815339998,0.00506,0.49493000000000004,0.00457,0.02504,0.5575,0.00245,0.0021899999999999997,3.18394,0.01994,0.01845,True,11.928245,-13.133870000000002,10,2,sub,
icr043333,,0.05,0.6,0.0,0.6,2349.908,359.509,1.415,2.5789999999999997,0.82,98.78,0.47,0.045806393162874,0.077803277482,0.081793857624021,-0.4577301620566671,18165.68128,95.18037766,3.540185995,43.26781477,3.8782923389999997,12309.31752,286.42915939999995,462.79827819999997,39.39682721,24.00109297,9.595032498,91.64954864,4.017539923999999,43.38977558,5.198397938,1.26709355326595,0.4063412574603061,0.108485293744435,-0.000878085060753,0.00506,0.10645,0.00457,0.01829,0.5575,0.0007599999999999999,0.00045,0.8713200000000001,0.0038200000000000005,0.01845,True,11.96782167,-13.12979333,12,1,sub,
icr043347,5.71,0.09,1.6,0.0,1.6,1484.05,2531.656,686.37,-8.472000000000001,1.21,108.64,2.66,0.18855930610793808,1.0711668524172,0.04126095133159298,2.9366412039708196,19174.53907,683.9411327,16.18629417,60.74993502,15.01894943,56000.53546,1518.040086,814.1760504,963.4699264000001,30.57172152,9.86470625,206.96960969999998,15.95183096,55.41705442,20.30795251,3.92452951665511,0.8624170183217921,0.25590562962185,0.003942626441552,0.00506,0.7326199999999999,0.00457,0.08745,0.5575,0.00162,0.0016699999999999998,3.68759,0.05284,0.01845,True,11.894739999999999,-13.107555,13,1,top,
icr043401,4.78,0.16,2.51,0.0,2.51,3077.804,2719.295,49.607,23.086,1.84,230.69,0.86,0.125686252727101,0.396146263073442,0.06515455609660599,0.05028249703037999,43816.65979,285.0818831,5.714555157,104.7992186,10.54568512,77001.62732,838.7303557999999,1139.865072,163.6117252,49.61788387,14.19857358,361.7948631,13.08976928,126.13813490000001,12.29970269,13.399574821806901,0.847031804531935,0.392054080287943,0.002587578587362,0.00506,0.30661,0.00457,0.04531,0.5575,0.0017100000000000001,0.0013800000000000002,5.50994,0.0135,0.01845,True,11.96395833,-13.10541333,16,10,top,
icr048451,7.68,0.05,0.7,0.1,0.64,1583.47,1773.602,219.69299999999998,-32.293,0.72,112.74,6.89,0.2828863581792561,11.2717167924295,1.09052777893821,18.6242897700662,35680.37028,3596.3676659999996,12.44618228,132.88859490000002,26.01160539,26861.58338,2654.341718,3751.900146,314.6335325,513.7274699,42.33931915,58.27157514,7.722001652,72.88508665,28.01076355,0.899861854272418,0.720858525143788,0.054213560709387,0.011049748349455,0.00506,1.90147,0.00457,0.3396,0.5575,0.00193,0.00212,2.03278,0.019540000000000002,0.01845,True,-27.6111,30.0127,1,1,sub,False
icr048485,7.71,0.07,1.46,0.3,1.16,2990.7709999999997,2808.417,1766.973,-6.521,1.48,161.59,27.37,0.438043538210101,32.45863165603789,0.18699727267188893,67.1954992083828,52888.77516000001,14149.03241,48.47982472,399.9163386,57.40246574,54449.94891,1051.096313,15416.3255,1986.1083670000005,832.2124097999997,116.5085933,140.8656783,6.03021209,88.57963141,47.46639215,1.0205052770243699,0.7869668482889549,0.019824723179705,0.050508084909467996,0.00506,0.3308,0.00457,2.0434200000000002,0.82801,0.0038399999999999997,0.00394,4.38122,0.13329000000000002,0.01845,True,-27.5684,30.0228,3,1,top,False
icr048520,6.8,0.07,0.94,0.0,0.94,1504.773,1570.869,245.915,-42.0,0.8,123.62,7.35,0.322054658744754,6.381363273400531,0.9511121018276758,10.6466782139827,35337.536065,3676.975382,17.249631605,80.204166415,21.652275565,35643.393525,3265.6441075,2924.8089075,395.78330635,413.2296192,36.750599115,90.044253795,13.417197685,103.28208935,37.845883975,2.9304476053143595,1.0517012362611502,0.137476112300288,0.02797080528312,0.00506,2.1192,0.00457,0.3901,0.5575,0.00187,0.00321,2.95039,0.02365,0.01845,True,-27.6131,30.045,5,1,top,False
icr048567,5.72,0.12,1.73,0.0,1.73,2385.802,4717.86,283.031,-42.453,1.4,202.11,10.26,0.24580179296798105,6.473079471713637,0.35521474630113103,13.025902422365501,53094.2197,2306.463689,20.09168857,245.9514622,59.66917594,53601.446319999995,1058.7271460000004,1983.0193190000002,412.05995310000003,212.48208619999997,61.38922248,159.46519990000004,5.550644325,170.6235584,30.56032558,0.8589773676084742,0.735011683239578,0.16407446870367,0.012036977549883998,0.00506,0.49833999999999995,0.00457,0.35047,0.5575,0.00457,0.00302,4.85352,0.030139999999999997,0.01845,True,-27.535,30.0388,8,1,sub,False
icr048585,4.7,0.07,0.96,0.0,0.96,724.956,1884.079,35.982,-50.50899999999999,0.42,86.49,1.41,0.201044541885453,1.3292700114379798,0.18187616614447305,2.35362695655864,13802.27176,233.3511858,4.777246725,33.27657696,7.691649466,16770.68846,1017.60381,449.0363659,65.10358689,54.86542583,11.72756116,76.77132468,7.1762380760000015,79.45792669,14.03519689,1.2452504105837199,0.7807663336540059,0.212554922818929,0.002411485342842,0.00506,2.7185799999999998,0.00457,0.07409,0.5575,0.00062,0.0019100000000000002,2.2467,0.0033,0.01845,True,-27.601999999999997,30.06,9,1,sub,False
icr048642,5.41,0.3,4.54,0.0,4.54,3645.62,7128.5059999999985,527.563,-17.459,2.46,247.72,11.67,0.33901552261863,4.693644484673941,0.138701959007833,18.4163823069744,70783.44533999999,3140.862626,28.91033207,516.3081252000002,72.84077702,78540.55704,935.8625642999999,1809.2740219999998,757.2464928999997,142.0991875,78.88117501,384.6753665,8.86696696,403.8985101,40.13438009,2.3686817477567597,1.15883974408551,0.4741336090427391,0.042016690585814,0.00506,0.47311000000000003,0.00457,0.49248000000000003,0.5575,0.00561,0.00406,6.70759,0.05861,0.01845,True,-27.5431,30.070999999999998,12,1,top,False
icr048664,5.61,0.1,1.56,0.0,1.56,1306.778,2345.729,280.89,-36.402,1.54,61.63,4.42,0.575578530012814,2.69323972022218,0.096035763446475,4.303408928389629,22244.62084,1210.93805,12.27671901,72.47948884,17.29886297,24092.28435,2175.006965,1545.7674869999994,382.17021569999997,126.5012812,23.37730777,153.1530204,7.614965784,144.2487085,27.5782587,1.30043228898002,0.8217217296895559,0.261662113175844,0.035338217713496003,0.00506,2.68684,0.00457,0.27409,0.5575,0.00151,0.00224,1.87945,0.025490000000000002,0.01845,True,-27.6154,30.0861,13,2,top,False
icr048722,5.37,0.19,2.92,0.0,2.92,3811.525,5770.194,800.21,-50.865,0.6,310.9,11.44,0.23605170516365195,7.0324015091545,0.16194026779808499,19.735252620906202,84856.21167,2698.885642,46.87407081,361.84977280000004,78.55476792,92651.00676,1534.947882,3011.872898,1094.573196,138.3377394,108.8877611,227.1775689,9.058159447000001,213.84068829999998,52.10643142,1.5293924459842398,1.02844951061123,0.090780087287251,0.024332815582595,0.00506,0.56499,0.00457,0.33435,0.5575,0.00606,0.00483,7.489960000000001,0.07304,0.01845,True,-27.545,30.0929,16,1,sub,False
icr049074,6.93,0.03,0.28,0.0,0.28,588.51,912.1080000000001,95.311,-19.384,5.46,79.73,3.25,0.433106494502318,1.82323946348488,0.05552500429068799,1.7216846996436497,15067.64321,1781.716623,6.92796329,46.33597019,9.654801928,24379.29003,2494.071238,2355.935283,273.7836441,208.33864609999998,14.78773953,146.9215153,7.314835319,35.0501515,26.81901294,3.82195697942544,0.520581079963533,0.29315650756352696,0.037044018201377996,0.00506,1.29703,0.00457,0.70152,0.5575,0.0008699999999999999,0.00235,2.30721,0.0473,0.01845,True,-29.9813,22.7623,9,1,top,False
icr049735,5.24,0.12,1.63,0.0,1.63,1530.935,3616.817,5.354,57.358999999999995,7.88,145.31,4.81,3.6539372161961,21.578941468833605,62.2910746475196,32.3332190658409,49810.03908,1439.916099,10.84826145,78.02917203,26.69726211,52564.415089999995,8452.905013,8660.076226000001,140.7555217,15384.641819999999,28.58085442,389.4274575,15.68334842,2383.435755,59.51564172,6.59264900405346,1.29375339999775,0.620393392869809,0.002722474100788,0.00506,1.99918,0.19143,0.3492,0.5575,0.00224,0.00515,4.08582,0.012240000000000001,0.02062,True,-18.048054999999998,36.86693667,13,1,top,False
icr049934,,0.01,0.31,0.0,0.31,114.213,171.361,3.99,-54.073,2.18,31.05,0.31,0.040708160897021006,0.112674503270932,0.19466452959094896,-2.33992614033599,929.65192095,83.85510481,0.65422938895,3.0945896360000003,0.6258083171,671.298401,103.9882286,55.99678297,13.35589347,65.79265621,0.42431315229999994,23.05457787,1.27709266,32.40024555,0.8467070521,0.067338682559068,0.058418717416403,0.030883356029641006,-0.0023812787529390003,0.00506,0.22441999999999998,0.00457,0.015119999999999998,0.54057,0.00018,0.00018,0.0959,0.00176,0.01845,True,-24.18840333,34.34585833,7,1,top,False
icr050155,6.52,0.11,1.85,0.0,1.85,2284.2470000000008,6327.495,322.682,1205.07,27.5,99.68,16.65,0.257941745702499,4.05949741699239,0.097026430635335,21.360749763278502,47471.71722,18213.41213,28.25961599,16.690093599999994,37.03351838,75575.49377999999,6901.689881,10771.48235,560.5302542000002,160.7973808,16.41626656,6306.783621000001,19.43290646,183.3362431,75.72000376,2.87734013027548,2.7694992933317994,0.565445422817311,0.05139284239140099,1.1308,5.95759,0.00457,8.1293,0.5854600000000001,0.01017,0.02599,22.22564,0.26331,0.01845,True,-16.16296,38.94107833,2,1,sub,False
icr050175,5.67,0.08,1.52,0.0,1.52,1686.237,3521.9,201.078,-28.781,1.04,91.67,12.58,0.1986489547627389,6.818265545361039,0.344733230461271,20.5023739818429,38213.44785,2734.893496,12.74025484,62.96561321,30.04315699,34735.76646,3135.861836,6614.501653,357.2620232,188.9322994,25.57549667,174.7543751,11.94414367,96.01859397,51.92139918,1.90884383422327,1.75781441487692,0.351364404525565,0.009999034262577,0.00506,8.59094,0.00457,3.56028,2.09375,0.00845,0.01499,9.60034,0.08577,0.01845,True,-16.1334,38.94113333,3,1,sub,True
icr050214,5.26,0.03,0.54,0.0,0.54,1616.575,583.6419999999998,10.318,-47.739,2.12,27.91,0.81,0.06529088057537001,0.36344406401974894,0.057724201775457,-2.77733347106736,11153.214740000001,229.69235759999998,2.72689452,11.07729808,2.163901703,4901.938348,174.9123131,145.9729523,41.92844721,59.36769179,4.193274328999999,55.1459123,4.052951765,30.95984035,3.856231348,0.08976657385067,0.16650837614552402,0.02846716829792,-0.003860526198657,0.00506,1.05974,0.00457,0.22935999999999998,0.5575,0.00084,0.0006799999999999999,0.9483600000000001,0.00908,0.01845,True,-16.17429833,38.96290833,5,1,top,False
icr050215,4.88,0.02,0.37,0.0,0.37,3071.0290000000005,830.752,3.395,-31.074,1.16,123.37,0.52,0.048368620543603996,0.554758051923472,0.156540022106179,3.3729039224503796,23460.62339,138.210994,4.109027985,13.86592568,4.441048899,8343.207276000001,202.72771840000001,242.0980874,33.10132855,93.99957232,8.75808018,60.68218429,5.561159143999999,22.29051981,5.331020897,0.26614725181620497,0.416907600576804,0.032021423474845004,-0.001436553683462,0.00506,1.1506,0.00457,0.21523,0.5575,0.0015,0.00118,1.69955,0.00864,0.01845,True,-16.17429833,38.96290833,5,1,sub,False
icr050234,5.66,0.08,1.37,0.0,1.37,2296.817,7389.67,438.725,1422.996,30.76,84.83,6.27,0.40015146612512603,2.23445881094425,0.088191242558747,6.42791323180045,21738.24281,9555.425865000001,18.12925192,17.50508921,10.91477323,37901.81544,1422.794032,1511.922001,724.0471296000003,87.63899051,11.74250641,4410.604305,13.89416153,110.09325690000001,29.47135408,1.7384460045294698,1.7703112453841698,0.256019219135815,0.015194489645853003,0.60693,8.455160000000001,0.00457,3.04755,0.5575,0.00283,0.006640000000000001,8.664860000000001,0.16589,0.01845,True,-16.15708333,38.95627333,6,1,top,True
icr050254,6.14,0.04,0.85,0.0,0.85,2089.3379999999997,620.462,209.628,-29.421,2.31,97.42,2.25,0.16108819559929702,0.724190834807653,0.052260361444735,4.2544720812829,16439.13085,605.7258303,4.853925342,5.560588775,3.83785612,7607.328425,777.7594074,364.5431127,329.1360606,72.88434305,3.4156560910000002,151.9348733,11.879582800000001,54.02784659,10.59013695,0.47954130630580394,0.604729839872073,0.129668634453269,0.001790626718559,0.00506,10.62734,0.00457,0.25423,0.5575,0.00114,0.0025,1.7563400000000002,0.0686,0.01845,True,-16.12728667,38.95530167,7,1,top,False
icr050274,5.67,0.03,0.53,0.0,0.53,1873.5720000000001,818.347,142.757,-52.431999999999995,0.78,117.2,1.56,0.130636964062376,0.686653588644312,0.075427234934726,4.4998325156966,13827.404719999999,532.7152227,4.814452178,8.710961034,2.230903959,7265.600009999999,400.0651012,445.3586368,227.7068124,140.8416315,3.877716045,47.01986569,2.58822405,36.88533897,5.787739498,0.031574527234167,0.130141057031071,0.049207070000095984,-0.000476981119845,0.00506,1.1329,0.00457,2.3482,0.5575,0.0011300000000000001,0.0013599999999999999,1.80076,0.051629999999999995,0.01845,True,-16.115579999999998,38.96545167,8,1,top,True
icr050294,5.99,0.1,1.82,0.0,1.82,3205.8379999999997,6357.554,469.126,66.47800000000001,3.08,112.71,7.9,0.141700697498357,3.75947885784818,0.9798542937336808,11.6772086314271,32415.96561000001,2157.348254,28.09896784,58.42342178,36.02126418,46369.93524,424.7531805,1613.24324,877.4052565,355.37665939999994,21.9224745,258.7843105,5.31644791,94.04397229,21.11633917,0.495176781347228,0.8657750461776771,0.052361494870304,0.0076826536528539985,0.00506,0.51702,0.00457,2.0339400000000003,0.5575,0.01103,0.00686,15.571229999999998,0.27488,0.01845,True,-16.178185,38.99062167,9,1,top,False
icr050354,5.79,0.01,0.24,0.0,0.24,385.61300000000006,334.376,66.764,-58.614,0.56,42.28,0.69,0.065529434988222,0.168208306274429,0.065306538851175,1.85949562786358,3052.0567929999997,173.0132439,1.869176114,6.610336049,1.3823902419999998,2645.306204,291.809434,99.8237679,98.90558841,41.23668843,1.8180334969999998,33.83149536,3.03117694,20.35996708,2.212451282,0.011926982827088999,0.109748281805648,0.056091772561612,0.000159998356068,0.00506,0.19403,0.00457,0.9845700000000001,0.5575,0.0066099999999999996,0.00264,2.9621,0.11519000000000001,0.01845,True,-16.11628667,38.98612833,12,1,top,True
icr050355,6.33,0.02,0.48,0.0,0.48,696.7489999999997,556.197,152.43,-55.516999999999996,1.16,47.85,1.66,0.07315831869927901,0.472740824357128,0.054883391340295996,1.92693251230275,3552.63384,440.71371795,2.563795286,6.1854926685,2.2085651394999997,2929.5478989999997,444.83706995,162.07932390000005,188.4709311,68.3314292,1.8005665990000002,52.88234837,3.0068742814999996,26.4349387,3.746747296,0.041806338452812994,0.104940928532155,0.059464346005154996,-0.001902250730719,0.00506,0.16872,0.00457,0.88564,0.5575,0.008759999999999999,0.00303,3.9201099999999998,0.08549,0.01845,True,-16.11628667,38.98612833,12,1,sub,True
